"Category1","Category2","Category3","Date","Value"
"A","X","W",2010-12-01,0
"A","X","W",2011-01-01,0
"A","X","W",2011-02-01,0
"A","X","W",2011-03-01,0
"A","X","W",2011-04-01,0
"A","X","W",2011-05-01,0
"A","X","W",2011-06-01,0
"A","X","W",2011-07-01,0
"A","X","W",2011-08-01,0
"A","X","W",2011-09-01,0
"A","X","W",2011-10-01,0
"A","X","W",2011-11-01,0
"A","X","W",2011-12-01,0
"A","X","W",2012-01-01,0
"A","X","W",2012-02-01,0
"A","X","W",2012-03-01,0
"A","X","W",2012-04-01,0
"A","X","W",2012-05-01,0
"A","X","W",2012-06-01,0
"A","X","W",2012-07-01,0
"A","X","W",2012-08-01,0
"A","X","W",2012-09-01,0
"A","X","W",2012-10-01,0
"A","X","W",2012-11-01,0
"A","X","W",2012-12-01,0
"A","X","W",2013-01-01,0
"A","X","W",2013-02-01,0
"A","X","W",2013-03-01,0
"A","X","W",2013-04-01,0
"A","X","W",2013-05-01,0
"A","X","W",2013-06-01,0
"A","X","W",2013-07-01,0
"A","X","W",2013-08-01,0
"A","X","W",2013-09-01,0
"A","X","W",2013-10-01,0
"A","X","W",2013-11-01,0
"A","X","W",2013-12-01,0
"A","X","W",2014-01-01,0
"A","X","W",2014-02-01,0
"A","X","W",2014-03-01,0
"A","X","W",2014-04-01,0
"A","X","W",2014-05-01,0
"A","X","W",2014-06-01,0
"A","X","W",2014-07-01,0
"A","X","W",2014-08-01,0
"A","X","W",2014-09-01,30
"A","X","W",2014-10-01,0
"A","X","W",2014-11-01,0
"A","X","W",2014-12-01,5
"A","X","W",2015-01-01,0
"A","X","W",2015-02-01,0
"A","X","W",2015-03-01,570
"A","X","W",2015-04-01,2061
"A","X","W",2015-05-01,13822
"A","X","W",2015-06-01,16730
"A","X","W",2015-07-01,13178
"A","X","W",2015-08-01,9814
"A","X","W",2015-09-01,10166
"A","X","W",2015-10-01,6495
"A","X","W",2015-11-01,27470
"A","X","W",2015-12-01,57135
"A","X","W",2016-01-01,24230
"A","X","W",2016-02-01,22576
"A","X","W",2016-03-01,25627
"A","X","W",2016-04-01,21283
"A","X","W",2016-05-01,21486
"A","X","W",2016-06-01,31879
"A","X","W",2016-07-01,25246
"A","X","W",2016-08-01,27515
"A","A","A",2010-12-01,0
"A","A","A",2011-01-01,0
"A","A","A",2011-02-01,0
"A","A","A",2011-03-01,0
"A","A","A",2011-04-01,0
"A","A","A",2011-05-01,0
"A","A","A",2011-06-01,0
"A","A","A",2011-07-01,0
"A","A","A",2011-08-01,0
"A","A","A",2011-09-01,0
"A","A","A",2011-10-01,0
"A","A","A",2011-11-01,0
"A","A","A",2011-12-01,0
"A","A","A",2012-01-01,0
"A","A","A",2012-02-01,0
"A","A","A",2012-03-01,0
"A","A","A",2012-04-01,0
"A","A","A",2012-05-01,0
"A","A","A",2012-06-01,0
"A","A","A",2012-07-01,0
"A","A","A",2012-08-01,0
"A","A","A",2012-09-01,0
"A","A","A",2012-10-01,0
"A","A","A",2012-11-01,0
"A","A","A",2012-12-01,0
"A","A","A",2013-01-01,445387
"A","A","A",2013-02-01,409590
"A","A","A",2013-03-01,446587
"A","A","A",2013-04-01,313901
"A","A","A",2013-05-01,294959
"A","A","A",2013-06-01,371677
"A","A","A",2013-07-01,311436
"A","A","A",2013-08-01,342033
"A","A","A",2013-09-01,386121
"A","A","A",2013-10-01,285165
"A","A","A",2013-11-01,301804
"A","A","A",2013-12-01,508148
"A","A","A",2014-01-01,278061
"A","A","A",2014-02-01,310467
"A","A","A",2014-03-01,358239
"A","A","A",2014-04-01,248998
"A","A","A",2014-05-01,232080
"A","A","A",2014-06-01,302672
"A","A","A",2014-07-01,267015
"A","A","A",2014-08-01,322004
"A","A","A",2014-09-01,374625
"A","A","A",2014-10-01,297737
"A","A","A",2014-11-01,452887
"A","A","A",2014-12-01,705445
"A","A","A",2015-01-01,258244
"A","A","A",2015-02-01,298029
"A","A","A",2015-03-01,339785
"A","A","A",2015-04-01,233427
"A","A","A",2015-05-01,224777
"A","A","A",2015-06-01,291458
"A","A","A",2015-07-01,241622
"A","A","A",2015-08-01,293511
"A","A","A",2015-09-01,356579
"A","A","A",2015-10-01,264255
"A","A","A",2015-11-01,337553
"A","A","A",2015-12-01,679924
"A","A","A",2016-01-01,289284
"A","A","A",2016-02-01,319954
"A","A","A",2016-03-01,351710
"A","A","A",2016-04-01,253872
"A","A","A",2016-05-01,261584
"A","A","A",2016-06-01,340386
"A","A","A",2016-07-01,275873
"A","A","A",2016-08-01,332474
"A","A","B",2010-12-01,0
"A","A","B",2011-01-01,0
"A","A","B",2011-02-01,0
"A","A","B",2011-03-01,0
"A","A","B",2011-04-01,0
"A","A","B",2011-05-01,0
"A","A","B",2011-06-01,0
"A","A","B",2011-07-01,0
"A","A","B",2011-08-01,0
"A","A","B",2011-09-01,0
"A","A","B",2011-10-01,0
"A","A","B",2011-11-01,0
"A","A","B",2011-12-01,0
"A","A","B",2012-01-01,0
"A","A","B",2012-02-01,0
"A","A","B",2012-03-01,0
"A","A","B",2012-04-01,0
"A","A","B",2012-05-01,0
"A","A","B",2012-06-01,0
"A","A","B",2012-07-01,0
"A","A","B",2012-08-01,0
"A","A","B",2012-09-01,0
"A","A","B",2012-10-01,0
"A","A","B",2012-11-01,0
"A","A","B",2012-12-01,0
"A","A","B",2013-01-01,734161
"A","A","B",2013-02-01,685919
"A","A","B",2013-03-01,789018
"A","A","B",2013-04-01,509878
"A","A","B",2013-05-01,488771
"A","A","B",2013-06-01,640080
"A","A","B",2013-07-01,466612
"A","A","B",2013-08-01,598391
"A","A","B",2013-09-01,639250
"A","A","B",2013-10-01,410131
"A","A","B",2013-11-01,556360
"A","A","B",2013-12-01,984537
"A","A","B",2014-01-01,427590
"A","A","B",2014-02-01,498764
"A","A","B",2014-03-01,575448
"A","A","B",2014-04-01,378067
"A","A","B",2014-05-01,381543
"A","A","B",2014-06-01,481508
"A","A","B",2014-07-01,390322
"A","A","B",2014-08-01,474441
"A","A","B",2014-09-01,542372
"A","A","B",2014-10-01,394104
"A","A","B",2014-11-01,442740
"A","A","B",2014-12-01,813362
"A","A","B",2015-01-01,395002
"A","A","B",2015-02-01,470135
"A","A","B",2015-03-01,464293
"A","A","B",2015-04-01,348825
"A","A","B",2015-05-01,327153
"A","A","B",2015-06-01,388646
"A","A","B",2015-07-01,311547
"A","A","B",2015-08-01,387380
"A","A","B",2015-09-01,448017
"A","A","B",2015-10-01,294690
"A","A","B",2015-11-01,366460
"A","A","B",2015-12-01,715109
"A","A","B",2016-01-01,305632
"A","A","B",2016-02-01,315760
"A","A","B",2016-03-01,369734
"A","A","B",2016-04-01,261899
"A","A","B",2016-05-01,239278
"A","A","B",2016-06-01,297683
"A","A","B",2016-07-01,250246
"A","A","B",2016-08-01,292801
"A","A","C",2010-12-01,0
"A","A","C",2011-01-01,0
"A","A","C",2011-02-01,0
"A","A","C",2011-03-01,0
"A","A","C",2011-04-01,0
"A","A","C",2011-05-01,0
"A","A","C",2011-06-01,0
"A","A","C",2011-07-01,0
"A","A","C",2011-08-01,0
"A","A","C",2011-09-01,0
"A","A","C",2011-10-01,0
"A","A","C",2011-11-01,0
"A","A","C",2011-12-01,0
"A","A","C",2012-01-01,0
"A","A","C",2012-02-01,0
"A","A","C",2012-03-01,0
"A","A","C",2012-04-01,0
"A","A","C",2012-05-01,0
"A","A","C",2012-06-01,0
"A","A","C",2012-07-01,0
"A","A","C",2012-08-01,0
"A","A","C",2012-09-01,0
"A","A","C",2012-10-01,0
"A","A","C",2012-11-01,0
"A","A","C",2012-12-01,0
"A","A","C",2013-01-01,35450
"A","A","C",2013-02-01,32177
"A","A","C",2013-03-01,40849
"A","A","C",2013-04-01,25757
"A","A","C",2013-05-01,27031
"A","A","C",2013-06-01,39493
"A","A","C",2013-07-01,30014
"A","A","C",2013-08-01,37560
"A","A","C",2013-09-01,39276
"A","A","C",2013-10-01,26281
"A","A","C",2013-11-01,30080
"A","A","C",2013-12-01,67193
"A","A","C",2014-01-01,23758
"A","A","C",2014-02-01,39006
"A","A","C",2014-03-01,41006
"A","A","C",2014-04-01,24468
"A","A","C",2014-05-01,23331
"A","A","C",2014-06-01,37436
"A","A","C",2014-07-01,28907
"A","A","C",2014-08-01,34107
"A","A","C",2014-09-01,34987
"A","A","C",2014-10-01,19505
"A","A","C",2014-11-01,25061
"A","A","C",2014-12-01,65220
"A","A","C",2015-01-01,25691
"A","A","C",2015-02-01,27354
"A","A","C",2015-03-01,28577
"A","A","C",2015-04-01,21515
"A","A","C",2015-05-01,22181
"A","A","C",2015-06-01,23848
"A","A","C",2015-07-01,30147
"A","A","C",2015-08-01,24904
"A","A","C",2015-09-01,25861
"A","A","C",2015-10-01,18881
"A","A","C",2015-11-01,25321
"A","A","C",2015-12-01,48449
"A","A","C",2016-01-01,20415
"A","A","C",2016-02-01,23348
"A","A","C",2016-03-01,27214
"A","A","C",2016-04-01,18392
"A","A","C",2016-05-01,23174
"A","A","C",2016-06-01,20951
"A","A","C",2016-07-01,17712
"A","A","C",2016-08-01,18621
"A","A","E",2010-12-01,0
"A","A","E",2011-01-01,0
"A","A","E",2011-02-01,0
"A","A","E",2011-03-01,0
"A","A","E",2011-04-01,0
"A","A","E",2011-05-01,0
"A","A","E",2011-06-01,0
"A","A","E",2011-07-01,0
"A","A","E",2011-08-01,0
"A","A","E",2011-09-01,0
"A","A","E",2011-10-01,0
"A","A","E",2011-11-01,0
"A","A","E",2011-12-01,0
"A","A","E",2012-01-01,0
"A","A","E",2012-02-01,0
"A","A","E",2012-03-01,0
"A","A","E",2012-04-01,0
"A","A","E",2012-05-01,0
"A","A","E",2012-06-01,0
"A","A","E",2012-07-01,0
"A","A","E",2012-08-01,0
"A","A","E",2012-09-01,0
"A","A","E",2012-10-01,0
"A","A","E",2012-11-01,0
"A","A","E",2012-12-01,0
"A","A","E",2013-01-01,1246672
"A","A","E",2013-02-01,1107478
"A","A","E",2013-03-01,1241805
"A","A","E",2013-04-01,1018131
"A","A","E",2013-05-01,873597
"A","A","E",2013-06-01,1039250
"A","A","E",2013-07-01,848263
"A","A","E",2013-08-01,1032367
"A","A","E",2013-09-01,1289421
"A","A","E",2013-10-01,871029
"A","A","E",2013-11-01,857456
"A","A","E",2013-12-01,1106940
"A","A","E",2014-01-01,948570
"A","A","E",2014-02-01,986318
"A","A","E",2014-03-01,1127179
"A","A","E",2014-04-01,899062
"A","A","E",2014-05-01,873266
"A","A","E",2014-06-01,992220
"A","A","E",2014-07-01,836916
"A","A","E",2014-08-01,1009794
"A","A","E",2014-09-01,1205252
"A","A","E",2014-10-01,888900
"A","A","E",2014-11-01,816743
"A","A","E",2014-12-01,1078982
"A","A","E",2015-01-01,1012325
"A","A","E",2015-02-01,1066576
"A","A","E",2015-03-01,1110060
"A","A","E",2015-04-01,793173
"A","A","E",2015-05-01,733613
"A","A","E",2015-06-01,1040524
"A","A","E",2015-07-01,806532
"A","A","E",2015-08-01,1004534
"A","A","E",2015-09-01,1201303
"A","A","E",2015-10-01,887926
"A","A","E",2015-11-01,832857
"A","A","E",2015-12-01,1118580
"A","A","E",2016-01-01,1039288
"A","A","E",2016-02-01,951418
"A","A","E",2016-03-01,1069458
"A","A","E",2016-04-01,778416
"A","A","E",2016-05-01,750565
"A","A","E",2016-06-01,1032063
"A","A","E",2016-07-01,821724
"A","A","E",2016-08-01,986055
"A","A","I",2010-12-01,0
"A","A","I",2011-01-01,0
"A","A","I",2011-02-01,0
"A","A","I",2011-03-01,0
"A","A","I",2011-04-01,0
"A","A","I",2011-05-01,0
"A","A","I",2011-06-01,0
"A","A","I",2011-07-01,0
"A","A","I",2011-08-01,0
"A","A","I",2011-09-01,0
"A","A","I",2011-10-01,0
"A","A","I",2011-11-01,0
"A","A","I",2011-12-01,0
"A","A","I",2012-01-01,0
"A","A","I",2012-02-01,0
"A","A","I",2012-03-01,0
"A","A","I",2012-04-01,0
"A","A","I",2012-05-01,0
"A","A","I",2012-06-01,0
"A","A","I",2012-07-01,0
"A","A","I",2012-08-01,0
"A","A","I",2012-09-01,0
"A","A","I",2012-10-01,0
"A","A","I",2012-11-01,0
"A","A","I",2012-12-01,0
"A","A","I",2013-01-01,8293
"A","A","I",2013-02-01,6801
"A","A","I",2013-03-01,8625
"A","A","I",2013-04-01,8052
"A","A","I",2013-05-01,6024
"A","A","I",2013-06-01,7174
"A","A","I",2013-07-01,5694
"A","A","I",2013-08-01,6528
"A","A","I",2013-09-01,7455
"A","A","I",2013-10-01,5773
"A","A","I",2013-11-01,6799
"A","A","I",2013-12-01,13057
"A","A","I",2014-01-01,6740
"A","A","I",2014-02-01,7245
"A","A","I",2014-03-01,8547
"A","A","I",2014-04-01,6175
"A","A","I",2014-05-01,6088
"A","A","I",2014-06-01,8118
"A","A","I",2014-07-01,7051
"A","A","I",2014-08-01,7402
"A","A","I",2014-09-01,9027
"A","A","I",2014-10-01,6665
"A","A","I",2014-11-01,8215
"A","A","I",2014-12-01,12760
"A","A","I",2015-01-01,6995
"A","A","I",2015-02-01,7548
"A","A","I",2015-03-01,9670
"A","A","I",2015-04-01,6759
"A","A","I",2015-05-01,6878
"A","A","I",2015-06-01,7848
"A","A","I",2015-07-01,6214
"A","A","I",2015-08-01,7054
"A","A","I",2015-09-01,8316
"A","A","I",2015-10-01,6626
"A","A","I",2015-11-01,7199
"A","A","I",2015-12-01,9958
"A","A","I",2016-01-01,7357
"A","A","I",2016-02-01,8066
"A","A","I",2016-03-01,9647
"A","A","I",2016-04-01,7679
"A","A","I",2016-05-01,7839
"A","A","I",2016-06-01,9842
"A","A","I",2016-07-01,7123
"A","A","I",2016-08-01,7983
"A","A","M",2010-12-01,0
"A","A","M",2011-01-01,0
"A","A","M",2011-02-01,0
"A","A","M",2011-03-01,0
"A","A","M",2011-04-01,0
"A","A","M",2011-05-01,0
"A","A","M",2011-06-01,0
"A","A","M",2011-07-01,0
"A","A","M",2011-08-01,0
"A","A","M",2011-09-01,0
"A","A","M",2011-10-01,0
"A","A","M",2011-11-01,0
"A","A","M",2011-12-01,0
"A","A","M",2012-01-01,0
"A","A","M",2012-02-01,0
"A","A","M",2012-03-01,0
"A","A","M",2012-04-01,0
"A","A","M",2012-05-01,0
"A","A","M",2012-06-01,0
"A","A","M",2012-07-01,0
"A","A","M",2012-08-01,0
"A","A","M",2012-09-01,0
"A","A","M",2012-10-01,0
"A","A","M",2012-11-01,0
"A","A","M",2012-12-01,0
"A","A","M",2013-01-01,17043472
"A","A","M",2013-02-01,16203433
"A","A","M",2013-03-01,19606128
"A","A","M",2013-04-01,14135421
"A","A","M",2013-05-01,13672008
"A","A","M",2013-06-01,18116531
"A","A","M",2013-07-01,15533781
"A","A","M",2013-08-01,17773628
"A","A","M",2013-09-01,18697087
"A","A","M",2013-10-01,13795961
"A","A","M",2013-11-01,21857456
"A","A","M",2013-12-01,36084063
"A","A","M",2014-01-01,13062680
"A","A","M",2014-02-01,16428620
"A","A","M",2014-03-01,19056461
"A","A","M",2014-04-01,14442319
"A","A","M",2014-05-01,13330831
"A","A","M",2014-06-01,18230596
"A","A","M",2014-07-01,17226634
"A","A","M",2014-08-01,19699850
"A","A","M",2014-09-01,19519782
"A","A","M",2014-10-01,14549714
"A","A","M",2014-11-01,23710726
"A","A","M",2014-12-01,39855660
"A","A","M",2015-01-01,15188787
"A","A","M",2015-02-01,17602701
"A","A","M",2015-03-01,20652227
"A","A","M",2015-04-01,14888157
"A","A","M",2015-05-01,15413174
"A","A","M",2015-06-01,20356333
"A","A","M",2015-07-01,18881569
"A","A","M",2015-08-01,23162171
"A","A","M",2015-09-01,21865338
"A","A","M",2015-10-01,15627750
"A","A","M",2015-11-01,25178979
"A","A","M",2015-12-01,39937550
"A","A","M",2016-01-01,14745802
"A","A","M",2016-02-01,17904538
"A","A","M",2016-03-01,21483559
"A","A","M",2016-04-01,15900085
"A","A","M",2016-05-01,16247858
"A","A","M",2016-06-01,21614813
"A","A","M",2016-07-01,20341383
"A","A","M",2016-08-01,26216774
"A","A","V",2010-12-01,0
"A","A","V",2011-01-01,0
"A","A","V",2011-02-01,0
"A","A","V",2011-03-01,0
"A","A","V",2011-04-01,0
"A","A","V",2011-05-01,0
"A","A","V",2011-06-01,0
"A","A","V",2011-07-01,0
"A","A","V",2011-08-01,0
"A","A","V",2011-09-01,0
"A","A","V",2011-10-01,0
"A","A","V",2011-11-01,0
"A","A","V",2011-12-01,0
"A","A","V",2012-01-01,0
"A","A","V",2012-02-01,0
"A","A","V",2012-03-01,0
"A","A","V",2012-04-01,0
"A","A","V",2012-05-01,0
"A","A","V",2012-06-01,0
"A","A","V",2012-07-01,0
"A","A","V",2012-08-01,0
"A","A","V",2012-09-01,0
"A","A","V",2012-10-01,0
"A","A","V",2012-11-01,0
"A","A","V",2012-12-01,0
"A","A","V",2013-01-01,40310
"A","A","V",2013-02-01,31357
"A","A","V",2013-03-01,41470
"A","A","V",2013-04-01,31400
"A","A","V",2013-05-01,27270
"A","A","V",2013-06-01,27153
"A","A","V",2013-07-01,21959
"A","A","V",2013-08-01,22648
"A","A","V",2013-09-01,24712
"A","A","V",2013-10-01,20468
"A","A","V",2013-11-01,22775
"A","A","V",2013-12-01,38975
"A","A","V",2014-01-01,23501
"A","A","V",2014-02-01,22702
"A","A","V",2014-03-01,30173
"A","A","V",2014-04-01,20822
"A","A","V",2014-05-01,19374
"A","A","V",2014-06-01,27146
"A","A","V",2014-07-01,25795
"A","A","V",2014-08-01,24715
"A","A","V",2014-09-01,29417
"A","A","V",2014-10-01,24541
"A","A","V",2014-11-01,39256
"A","A","V",2014-12-01,54470
"A","A","V",2015-01-01,29173
"A","A","V",2015-02-01,40574
"A","A","V",2015-03-01,35143
"A","A","V",2015-04-01,24427
"A","A","V",2015-05-01,22775
"A","A","V",2015-06-01,30126
"A","A","V",2015-07-01,23454
"A","A","V",2015-08-01,29869
"A","A","V",2015-09-01,34541
"A","A","V",2015-10-01,26160
"A","A","V",2015-11-01,31431
"A","A","V",2015-12-01,45076
"A","A","V",2016-01-01,29116
"A","A","V",2016-02-01,31792
"A","A","V",2016-03-01,31220
"A","A","V",2016-04-01,23019
"A","A","V",2016-05-01,17230
"A","A","V",2016-06-01,20003
"A","A","V",2016-07-01,21180
"A","A","V",2016-08-01,24126
"A","A","X",2010-12-01,0
"A","A","X",2011-01-01,0
"A","A","X",2011-02-01,0
"A","A","X",2011-03-01,0
"A","A","X",2011-04-01,0
"A","A","X",2011-05-01,0
"A","A","X",2011-06-01,0
"A","A","X",2011-07-01,0
"A","A","X",2011-08-01,0
"A","A","X",2011-09-01,0
"A","A","X",2011-10-01,0
"A","A","X",2011-11-01,0
"A","A","X",2011-12-01,0
"A","A","X",2012-01-01,0
"A","A","X",2012-02-01,0
"A","A","X",2012-03-01,0
"A","A","X",2012-04-01,0
"A","A","X",2012-05-01,0
"A","A","X",2012-06-01,0
"A","A","X",2012-07-01,0
"A","A","X",2012-08-01,0
"A","A","X",2012-09-01,0
"A","A","X",2012-10-01,0
"A","A","X",2012-11-01,0
"A","A","X",2012-12-01,0
"A","A","X",2013-01-01,998
"A","A","X",2013-02-01,1236
"A","A","X",2013-03-01,1399
"A","A","X",2013-04-01,654
"A","A","X",2013-05-01,735
"A","A","X",2013-06-01,1566
"A","A","X",2013-07-01,1393
"A","A","X",2013-08-01,547
"A","A","X",2013-09-01,2047
"A","A","X",2013-10-01,2169
"A","A","X",2013-11-01,3218
"A","A","X",2013-12-01,7449
"A","A","X",2014-01-01,4652
"A","A","X",2014-02-01,2731
"A","A","X",2014-03-01,3213
"A","A","X",2014-04-01,2077
"A","A","X",2014-05-01,421
"A","A","X",2014-06-01,856
"A","A","X",2014-07-01,892
"A","A","X",2014-08-01,882
"A","A","X",2014-09-01,152
"A","A","X",2014-10-01,644
"A","A","X",2014-11-01,725
"A","A","X",2014-12-01,1343
"A","A","X",2015-01-01,613
"A","A","X",2015-02-01,628
"A","A","X",2015-03-01,1008
"A","A","X",2015-04-01,441
"A","A","X",2015-05-01,7438
"A","A","X",2015-06-01,23729
"A","A","X",2015-07-01,18530
"A","A","X",2015-08-01,19498
"A","A","X",2015-09-01,23531
"A","A","X",2015-10-01,17015
"A","A","X",2015-11-01,17664
"A","A","X",2015-12-01,30782
"A","A","X",2016-01-01,16083
"A","A","X",2016-02-01,22751
"A","A","X",2016-03-01,24185
"A","A","X",2016-04-01,19797
"A","A","X",2016-05-01,16093
"A","A","X",2016-06-01,17400
"A","A","X",2016-07-01,10889
"A","A","X",2016-08-01,13164
"A","B","P",2010-12-01,0
"A","B","P",2011-01-01,0
"A","B","P",2011-02-01,0
"A","B","P",2011-03-01,0
"A","B","P",2011-04-01,0
"A","B","P",2011-05-01,0
"A","B","P",2011-06-01,0
"A","B","P",2011-07-01,0
"A","B","P",2011-08-01,0
"A","B","P",2011-09-01,0
"A","B","P",2011-10-01,0
"A","B","P",2011-11-01,0
"A","B","P",2011-12-01,0
"A","B","P",2012-01-01,0
"A","B","P",2012-02-01,0
"A","B","P",2012-03-01,0
"A","B","P",2012-04-01,0
"A","B","P",2012-05-01,0
"A","B","P",2012-06-01,0
"A","B","P",2012-07-01,0
"A","B","P",2012-08-01,0
"A","B","P",2012-09-01,0
"A","B","P",2012-10-01,0
"A","B","P",2012-11-01,0
"A","B","P",2012-12-01,0
"A","B","P",2013-01-01,319517
"A","B","P",2013-02-01,286966
"A","B","P",2013-03-01,314699
"A","B","P",2013-04-01,231806
"A","B","P",2013-05-01,230083
"A","B","P",2013-06-01,333100
"A","B","P",2013-07-01,271920
"A","B","P",2013-08-01,299750
"A","B","P",2013-09-01,348196
"A","B","P",2013-10-01,288703
"A","B","P",2013-11-01,392679
"A","B","P",2013-12-01,779088
"A","B","P",2014-01-01,316610
"A","B","P",2014-02-01,408406
"A","B","P",2014-03-01,410367
"A","B","P",2014-04-01,274347
"A","B","P",2014-05-01,289206
"A","B","P",2014-06-01,386340
"A","B","P",2014-07-01,373050
"A","B","P",2014-08-01,335632
"A","B","P",2014-09-01,408996
"A","B","P",2014-10-01,331930
"A","B","P",2014-11-01,553219
"A","B","P",2014-12-01,1072672
"A","B","P",2015-01-01,352565
"A","B","P",2015-02-01,360659
"A","B","P",2015-03-01,586323
"A","B","P",2015-04-01,337405
"A","B","P",2015-05-01,294759
"A","B","P",2015-06-01,464033
"A","B","P",2015-07-01,399009
"A","B","P",2015-08-01,422908
"A","B","P",2015-09-01,412798
"A","B","P",2015-10-01,311084
"A","B","P",2015-11-01,593562
"A","B","P",2015-12-01,1190068
"A","B","P",2016-01-01,398082
"A","B","P",2016-02-01,431245
"A","B","P",2016-03-01,504161
"A","B","P",2016-04-01,344846
"A","B","P",2016-05-01,368525
"A","B","P",2016-06-01,589723
"A","B","P",2016-07-01,416546
"A","B","P",2016-08-01,492913
"A","B","Q",2010-12-01,0
"A","B","Q",2011-01-01,0
"A","B","Q",2011-02-01,0
"A","B","Q",2011-03-01,0
"A","B","Q",2011-04-01,0
"A","B","Q",2011-05-01,0
"A","B","Q",2011-06-01,0
"A","B","Q",2011-07-01,0
"A","B","Q",2011-08-01,0
"A","B","Q",2011-09-01,0
"A","B","Q",2011-10-01,0
"A","B","Q",2011-11-01,0
"A","B","Q",2011-12-01,0
"A","B","Q",2012-01-01,0
"A","B","Q",2012-02-01,0
"A","B","Q",2012-03-01,0
"A","B","Q",2012-04-01,0
"A","B","Q",2012-05-01,0
"A","B","Q",2012-06-01,0
"A","B","Q",2012-07-01,0
"A","B","Q",2012-08-01,0
"A","B","Q",2012-09-01,0
"A","B","Q",2012-10-01,0
"A","B","Q",2012-11-01,0
"A","B","Q",2012-12-01,0
"A","B","Q",2013-01-01,65495
"A","B","Q",2013-02-01,60240
"A","B","Q",2013-03-01,61737
"A","B","Q",2013-04-01,42561
"A","B","Q",2013-05-01,44333
"A","B","Q",2013-06-01,62756
"A","B","Q",2013-07-01,54613
"A","B","Q",2013-08-01,60882
"A","B","Q",2013-09-01,74412
"A","B","Q",2013-10-01,56524
"A","B","Q",2013-11-01,88228
"A","B","Q",2013-12-01,174607
"A","B","Q",2014-01-01,68389
"A","B","Q",2014-02-01,87643
"A","B","Q",2014-03-01,89059
"A","B","Q",2014-04-01,68577
"A","B","Q",2014-05-01,66813
"A","B","Q",2014-06-01,89791
"A","B","Q",2014-07-01,85090
"A","B","Q",2014-08-01,87414
"A","B","Q",2014-09-01,117048
"A","B","Q",2014-10-01,81125
"A","B","Q",2014-11-01,139512
"A","B","Q",2014-12-01,286770
"A","B","Q",2015-01-01,100136
"A","B","Q",2015-02-01,111489
"A","B","Q",2015-03-01,129813
"A","B","Q",2015-04-01,84837
"A","B","Q",2015-05-01,86993
"A","B","Q",2015-06-01,123318
"A","B","Q",2015-07-01,107325
"A","B","Q",2015-08-01,111616
"A","B","Q",2015-09-01,126644
"A","B","Q",2015-10-01,93070
"A","B","Q",2015-11-01,164828
"A","B","Q",2015-12-01,316311
"A","B","Q",2016-01-01,112155
"A","B","Q",2016-02-01,130564
"A","B","Q",2016-03-01,141368
"A","B","Q",2016-04-01,102155
"A","B","Q",2016-05-01,97775
"A","B","Q",2016-06-01,139509
"A","B","Q",2016-07-01,110545
"A","B","Q",2016-08-01,118974
"A","B","R",2010-12-01,0
"A","B","R",2011-01-01,0
"A","B","R",2011-02-01,0
"A","B","R",2011-03-01,0
"A","B","R",2011-04-01,0
"A","B","R",2011-05-01,0
"A","B","R",2011-06-01,0
"A","B","R",2011-07-01,0
"A","B","R",2011-08-01,0
"A","B","R",2011-09-01,0
"A","B","R",2011-10-01,0
"A","B","R",2011-11-01,0
"A","B","R",2011-12-01,0
"A","B","R",2012-01-01,0
"A","B","R",2012-02-01,0
"A","B","R",2012-03-01,0
"A","B","R",2012-04-01,0
"A","B","R",2012-05-01,0
"A","B","R",2012-06-01,0
"A","B","R",2012-07-01,0
"A","B","R",2012-08-01,0
"A","B","R",2012-09-01,0
"A","B","R",2012-10-01,0
"A","B","R",2012-11-01,0
"A","B","R",2012-12-01,0
"A","B","R",2013-01-01,469325
"A","B","R",2013-02-01,392517
"A","B","R",2013-03-01,502374
"A","B","R",2013-04-01,305681
"A","B","R",2013-05-01,308040
"A","B","R",2013-06-01,428602
"A","B","R",2013-07-01,342176
"A","B","R",2013-08-01,373810
"A","B","R",2013-09-01,411118
"A","B","R",2013-10-01,347010
"A","B","R",2013-11-01,489305
"A","B","R",2013-12-01,991836
"A","B","R",2014-01-01,392052
"A","B","R",2014-02-01,452230
"A","B","R",2014-03-01,551665
"A","B","R",2014-04-01,406561
"A","B","R",2014-05-01,367682
"A","B","R",2014-06-01,559389
"A","B","R",2014-07-01,487638
"A","B","R",2014-08-01,448906
"A","B","R",2014-09-01,533276
"A","B","R",2014-10-01,374310
"A","B","R",2014-11-01,674606
"A","B","R",2014-12-01,1267211
"A","B","R",2015-01-01,448890
"A","B","R",2015-02-01,472508
"A","B","R",2015-03-01,598248
"A","B","R",2015-04-01,440621
"A","B","R",2015-05-01,411269
"A","B","R",2015-06-01,598091
"A","B","R",2015-07-01,505552
"A","B","R",2015-08-01,538560
"A","B","R",2015-09-01,582087
"A","B","R",2015-10-01,407183
"A","B","R",2015-11-01,768313
"A","B","R",2015-12-01,1390637
"A","B","R",2016-01-01,543789
"A","B","R",2016-02-01,573974
"A","B","R",2016-03-01,614277
"A","B","R",2016-04-01,469264
"A","B","R",2016-05-01,483364
"A","B","R",2016-06-01,756001
"A","B","R",2016-07-01,602704
"A","B","R",2016-08-01,670590
"A","C","W",2010-12-01,0
"A","C","W",2011-01-01,0
"A","C","W",2011-02-01,0
"A","C","W",2011-03-01,0
"A","C","W",2011-04-01,0
"A","C","W",2011-05-01,0
