"Category1","Category2","Category3","Date","Value"
"A","G","D",2016-07-01,129732
"A","G","D",2016-08-01,122266
"A","G","F",2010-12-01,0
"A","G","F",2011-01-01,0
"A","G","F",2011-02-01,0
"A","G","F",2011-03-01,0
"A","G","F",2011-04-01,0
"A","G","F",2011-05-01,0
"A","G","F",2011-06-01,0
"A","G","F",2011-07-01,0
"A","G","F",2011-08-01,0
"A","G","F",2011-09-01,0
"A","G","F",2011-10-01,0
"A","G","F",2011-11-01,0
"A","G","F",2011-12-01,0
"A","G","F",2012-01-01,0
"A","G","F",2012-02-01,0
"A","G","F",2012-03-01,0
"A","G","F",2012-04-01,0
"A","G","F",2012-05-01,0
"A","G","F",2012-06-01,0
"A","G","F",2012-07-01,0
"A","G","F",2012-08-01,0
"A","G","F",2012-09-01,0
"A","G","F",2012-10-01,0
"A","G","F",2012-11-01,0
"A","G","F",2012-12-01,0
"A","G","F",2013-01-01,1533563
"A","G","F",2013-02-01,1322306
"A","G","F",2013-03-01,1560659
"A","G","F",2013-04-01,1198078
"A","G","F",2013-05-01,1138658
"A","G","F",2013-06-01,1439379
"A","G","F",2013-07-01,1182929
"A","G","F",2013-08-01,1231285
"A","G","F",2013-09-01,1459955
"A","G","F",2013-10-01,1140532
"A","G","F",2013-11-01,1172973
"A","G","F",2013-12-01,1439120
"A","G","F",2014-01-01,1211070
"A","G","F",2014-02-01,1229137
"A","G","F",2014-03-01,1462976
"A","G","F",2014-04-01,1110605
"A","G","F",2014-05-01,1075241
"A","G","F",2014-06-01,1259748
"A","G","F",2014-07-01,1054259
"A","G","F",2014-08-01,1109321
"A","G","F",2014-09-01,1391906
"A","G","F",2014-10-01,1090102
"A","G","F",2014-11-01,1030555
"A","G","F",2014-12-01,1296283
"A","G","F",2015-01-01,1061893
"A","G","F",2015-02-01,1093425
"A","G","F",2015-03-01,1290646
"A","G","F",2015-04-01,1013854
"A","G","F",2015-05-01,989120
"A","G","F",2015-06-01,1330237
"A","G","F",2015-07-01,1111088
"A","G","F",2015-08-01,1099433
"A","G","F",2015-09-01,1414264
"A","G","F",2015-10-01,1044191
"A","G","F",2015-11-01,1038988
"A","G","F",2015-12-01,1288338
"A","G","F",2016-01-01,1103216
"A","G","F",2016-02-01,1131801
"A","G","F",2016-03-01,1278840
"A","G","F",2016-04-01,1007211
"A","G","F",2016-05-01,1000105
"A","G","F",2016-06-01,1300529
"A","G","F",2016-07-01,1100678
"A","G","F",2016-08-01,1137535
"A","G","H",2010-12-01,0
"A","G","H",2011-01-01,0
"A","G","H",2011-02-01,0
"A","G","H",2011-03-01,0
"A","G","H",2011-04-01,0
"A","G","H",2011-05-01,0
"A","G","H",2011-06-01,0
"A","G","H",2011-07-01,0
"A","G","H",2011-08-01,0
"A","G","H",2011-09-01,0
"A","G","H",2011-10-01,0
"A","G","H",2011-11-01,0
"A","G","H",2011-12-01,0
"A","G","H",2012-01-01,0
"A","G","H",2012-02-01,0
"A","G","H",2012-03-01,0
"A","G","H",2012-04-01,0
"A","G","H",2012-05-01,0
"A","G","H",2012-06-01,0
"A","G","H",2012-07-01,0
"A","G","H",2012-08-01,0
"A","G","H",2012-09-01,0
"A","G","H",2012-10-01,0
"A","G","H",2012-11-01,0
"A","G","H",2012-12-01,0
"A","G","H",2013-01-01,927212
"A","G","H",2013-02-01,780124
"A","G","H",2013-03-01,896681
"A","G","H",2013-04-01,627815
"A","G","H",2013-05-01,597288
"A","G","H",2013-06-01,781047
"A","G","H",2013-07-01,651845
"A","G","H",2013-08-01,720133
"A","G","H",2013-09-01,852609
"A","G","H",2013-10-01,662491
"A","G","H",2013-11-01,723149
"A","G","H",2013-12-01,1015320
"A","G","H",2014-01-01,765888
"A","G","H",2014-02-01,836744
"A","G","H",2014-03-01,950578
"A","G","H",2014-04-01,706266
"A","G","H",2014-05-01,676555
"A","G","H",2014-06-01,872360
"A","G","H",2014-07-01,727728
"A","G","H",2014-08-01,807299
"A","G","H",2014-09-01,964142
"A","G","H",2014-10-01,728394
"A","G","H",2014-11-01,841321
"A","G","H",2014-12-01,1201416
"A","G","H",2015-01-01,881674
"A","G","H",2015-02-01,922001
"A","G","H",2015-03-01,1073401
"A","G","H",2015-04-01,767073
"A","G","H",2015-05-01,764501
"A","G","H",2015-06-01,959330
"A","G","H",2015-07-01,795270
"A","G","H",2015-08-01,927419
"A","G","H",2015-09-01,1078358
"A","G","H",2015-10-01,842873
"A","G","H",2015-11-01,898449
"A","G","H",2015-12-01,1229376
"A","G","H",2016-01-01,960694
"A","G","H",2016-02-01,985673
"A","G","H",2016-03-01,1155604
"A","G","H",2016-04-01,847181
"A","G","H",2016-05-01,854133
"A","G","H",2016-06-01,989021
"A","G","H",2016-07-01,789382
"A","G","H",2016-08-01,848963
"A","G","J",2010-12-01,0
"A","G","J",2011-01-01,0
"A","G","J",2011-02-01,0
"A","G","J",2011-03-01,0
"A","G","J",2011-04-01,0
"A","G","J",2011-05-01,0
"A","G","J",2011-06-01,0
"A","G","J",2011-07-01,0
"A","G","J",2011-08-01,0
"A","G","J",2011-09-01,0
"A","G","J",2011-10-01,0
"A","G","J",2011-11-01,0
"A","G","J",2011-12-01,0
"A","G","J",2012-01-01,0
"A","G","J",2012-02-01,0
"A","G","J",2012-03-01,0
"A","G","J",2012-04-01,0
"A","G","J",2012-05-01,0
"A","G","J",2012-06-01,0
"A","G","J",2012-07-01,0
"A","G","J",2012-08-01,0
"A","G","J",2012-09-01,0
"A","G","J",2012-10-01,0
"A","G","J",2012-11-01,0
"A","G","J",2012-12-01,0
"A","G","J",2013-01-01,636038
"A","G","J",2013-02-01,528728
"A","G","J",2013-03-01,595421
"A","G","J",2013-04-01,454198
"A","G","J",2013-05-01,410083
"A","G","J",2013-06-01,533545
"A","G","J",2013-07-01,483238
"A","G","J",2013-08-01,556461
"A","G","J",2013-09-01,644712
"A","G","J",2013-10-01,491464
"A","G","J",2013-11-01,686298
"A","G","J",2013-12-01,1028383
"A","G","J",2014-01-01,550153
"A","G","J",2014-02-01,598922
"A","G","J",2014-03-01,703747
"A","G","J",2014-04-01,447973
"A","G","J",2014-05-01,435590
"A","G","J",2014-06-01,551209
"A","G","J",2014-07-01,473070
"A","G","J",2014-08-01,584961
"A","G","J",2014-09-01,654507
"A","G","J",2014-10-01,473948
"A","G","J",2014-11-01,624375
"A","G","J",2014-12-01,1026486
"A","G","J",2015-01-01,587058
"A","G","J",2015-02-01,579556
"A","G","J",2015-03-01,651887
"A","G","J",2015-04-01,461373
"A","G","J",2015-05-01,458252
"A","G","J",2015-06-01,566572
"A","G","J",2015-07-01,457501
"A","G","J",2015-08-01,514270
"A","G","J",2015-09-01,619394
"A","G","J",2015-10-01,500871
"A","G","J",2015-11-01,611725
"A","G","J",2015-12-01,964404
"A","G","J",2016-01-01,509369
"A","G","J",2016-02-01,571440
"A","G","J",2016-03-01,595908
"A","G","J",2016-04-01,420113
"A","G","J",2016-05-01,465979
"A","G","J",2016-06-01,534938
"A","G","J",2016-07-01,537540
"A","G","J",2016-08-01,568193
"A","H","A3",2010-12-01,0
"A","H","A3",2011-01-01,0
"A","H","A3",2011-02-01,0
"A","H","A3",2011-03-01,0
"A","H","A3",2011-04-01,0
"A","H","A3",2011-05-01,0
"A","H","A3",2011-06-01,0
"A","H","A3",2011-07-01,0
"A","H","A3",2011-08-01,0
"A","H","A3",2011-09-01,0
"A","H","A3",2011-10-01,0
"A","H","A3",2011-11-01,0
"A","H","A3",2011-12-01,0
"A","H","A3",2012-01-01,0
"A","H","A3",2012-02-01,0
"A","H","A3",2012-03-01,0
"A","H","A3",2012-04-01,0
"A","H","A3",2012-05-01,0
"A","H","A3",2012-06-01,0
"A","H","A3",2012-07-01,0
"A","H","A3",2012-08-01,0
"A","H","A3",2012-09-01,0
"A","H","A3",2012-10-01,0
"A","H","A3",2012-11-01,0
"A","H","A3",2012-12-01,0
"A","H","A3",2013-01-01,954879
"A","H","A3",2013-02-01,770424
"A","H","A3",2013-03-01,899911
"A","H","A3",2013-04-01,649213
"A","H","A3",2013-05-01,595246
"A","H","A3",2013-06-01,764827
"A","H","A3",2013-07-01,605008
"A","H","A3",2013-08-01,681619
"A","H","A3",2013-09-01,804689
"A","H","A3",2013-10-01,530688
"A","H","A3",2013-11-01,554953
"A","H","A3",2013-12-01,884113
"A","H","A3",2014-01-01,563940
"A","H","A3",2014-02-01,598603
"A","H","A3",2014-03-01,659868
"A","H","A3",2014-04-01,458644
"A","H","A3",2014-05-01,467469
"A","H","A3",2014-06-01,577673
"A","H","A3",2014-07-01,458691
"A","H","A3",2014-08-01,506869
"A","H","A3",2014-09-01,601861
"A","H","A3",2014-10-01,442285
"A","H","A3",2014-11-01,530547
"A","H","A3",2014-12-01,716499
"A","H","A3",2015-01-01,468888
"A","H","A3",2015-02-01,507690
"A","H","A3",2015-03-01,575001
"A","H","A3",2015-04-01,417495
"A","H","A3",2015-05-01,406443
"A","H","A3",2015-06-01,522411
"A","H","A3",2015-07-01,419889
"A","H","A3",2015-08-01,498754
"A","H","A3",2015-09-01,592702
"A","H","A3",2015-10-01,433195
"A","H","A3",2015-11-01,475828
"A","H","A3",2015-12-01,665606
"A","H","A3",2016-01-01,461299
"A","H","A3",2016-02-01,460944
"A","H","A3",2016-03-01,566847
"A","H","A3",2016-04-01,412202
"A","H","A3",2016-05-01,417858
"A","H","A3",2016-06-01,494538
"A","H","A3",2016-07-01,391713
"A","H","A3",2016-08-01,446488
"A","I","G",2010-12-01,0
"A","I","G",2011-01-01,0
"A","I","G",2011-02-01,0
"A","I","G",2011-03-01,0
"A","I","G",2011-04-01,0
"A","I","G",2011-05-01,0
"A","I","G",2011-06-01,0
"A","I","G",2011-07-01,0
"A","I","G",2011-08-01,0
"A","I","G",2011-09-01,0
"A","I","G",2011-10-01,0
"A","I","G",2011-11-01,0
"A","I","G",2011-12-01,0
"A","I","G",2012-01-01,0
"A","I","G",2012-02-01,0
"A","I","G",2012-03-01,0
"A","I","G",2012-04-01,0
"A","I","G",2012-05-01,0
"A","I","G",2012-06-01,0
"A","I","G",2012-07-01,0
"A","I","G",2012-08-01,0
"A","I","G",2012-09-01,0
"A","I","G",2012-10-01,0
"A","I","G",2012-11-01,0
"A","I","G",2012-12-01,0
"A","I","G",2013-01-01,1931409
"A","I","G",2013-02-01,1636630
"A","I","G",2013-03-01,1881472
"A","I","G",2013-04-01,1388936
"A","I","G",2013-05-01,1293246
"A","I","G",2013-06-01,1615595
"A","I","G",2013-07-01,1394198
"A","I","G",2013-08-01,1406607
"A","I","G",2013-09-01,1718045
"A","I","G",2013-10-01,1319637
"A","I","G",2013-11-01,1652442
"A","I","G",2013-12-01,1591414
"A","I","G",2014-01-01,1438239
"A","I","G",2014-02-01,1500376
"A","I","G",2014-03-01,1889077
"A","I","G",2014-04-01,1292057
"A","I","G",2014-05-01,1176786
"A","I","G",2014-06-01,1424668
"A","I","G",2014-07-01,1194708
"A","I","G",2014-08-01,1310153
"A","I","G",2014-09-01,1644943
"A","I","G",2014-10-01,1228871
"A","I","G",2014-11-01,1243030
"A","I","G",2014-12-01,1535825
"A","I","G",2015-01-01,1575166
"A","I","G",2015-02-01,1772843
"A","I","G",2015-03-01,1777383
"A","I","G",2015-04-01,1240513
"A","I","G",2015-05-01,1085800
"A","I","G",2015-06-01,1355310
"A","I","G",2015-07-01,1172529
"A","I","G",2015-08-01,1211479
"A","I","G",2015-09-01,1519856
"A","I","G",2015-10-01,1155998
"A","I","G",2015-11-01,1095570
"A","I","G",2015-12-01,1337999
"A","I","G",2016-01-01,1195841
"A","I","G",2016-02-01,1319718
"A","I","G",2016-03-01,1637314
"A","I","G",2016-04-01,1221615
"A","I","G",2016-05-01,1007209
"A","I","G",2016-06-01,1241259
"A","I","G",2016-07-01,1021815
"A","I","G",2016-08-01,1104530
"A","I","K",2010-12-01,0
"A","I","K",2011-01-01,0
"A","I","K",2011-02-01,0
"A","I","K",2011-03-01,0
"A","I","K",2011-04-01,0
"A","I","K",2011-05-01,0
"A","I","K",2011-06-01,0
"A","I","K",2011-07-01,0
"A","I","K",2011-08-01,0
"A","I","K",2011-09-01,0
"A","I","K",2011-10-01,0
"A","I","K",2011-11-01,0
"A","I","K",2011-12-01,0
"A","I","K",2012-01-01,0
"A","I","K",2012-02-01,0
"A","I","K",2012-03-01,0
"A","I","K",2012-04-01,0
"A","I","K",2012-05-01,0
"A","I","K",2012-06-01,0
"A","I","K",2012-07-01,0
"A","I","K",2012-08-01,0
"A","I","K",2012-09-01,0
"A","I","K",2012-10-01,0
"A","I","K",2012-11-01,0
"A","I","K",2012-12-01,0
"A","I","K",2013-01-01,6222488
"A","I","K",2013-02-01,5388288
"A","I","K",2013-03-01,6160468
"A","I","K",2013-04-01,4426906
"A","I","K",2013-05-01,4144289
"A","I","K",2013-06-01,5667870
"A","I","K",2013-07-01,5433141
"A","I","K",2013-08-01,6626821
"A","I","K",2013-09-01,6448876
"A","I","K",2013-10-01,4497685
"A","I","K",2013-11-01,6923523
"A","I","K",2013-12-01,9639075
"A","I","K",2014-01-01,5299393
"A","I","K",2014-02-01,5576838
"A","I","K",2014-03-01,6579171
"A","I","K",2014-04-01,4630410
"A","I","K",2014-05-01,4177510
"A","I","K",2014-06-01,5559744
"A","I","K",2014-07-01,5268295
"A","I","K",2014-08-01,6568494
"A","I","K",2014-09-01,6705782
"A","I","K",2014-10-01,4648839
"A","I","K",2014-11-01,6557540
"A","I","K",2014-12-01,8925098
"A","I","K",2015-01-01,5529657
"A","I","K",2015-02-01,5734043
"A","I","K",2015-03-01,6644202
"A","I","K",2015-04-01,4725297
"A","I","K",2015-05-01,4692093
"A","I","K",2015-06-01,5732725
"A","I","K",2015-07-01,5130850
"A","I","K",2015-08-01,6847620
"A","I","K",2015-09-01,7100496
"A","I","K",2015-10-01,4875816
"A","I","K",2015-11-01,6936963
"A","I","K",2015-12-01,8876399
"A","I","K",2016-01-01,5620301
"A","I","K",2016-02-01,5675920
"A","I","K",2016-03-01,6573206
"A","I","K",2016-04-01,4827483
"A","I","K",2016-05-01,4615806
"A","I","K",2016-06-01,5721874
"A","I","K",2016-07-01,5082202
"A","I","K",2016-08-01,6690146
"A","I","NULL",2010-12-01,0
"A","I","NULL",2011-01-01,0
"A","I","NULL",2011-02-01,0
"A","I","NULL",2011-03-01,0
"A","I","NULL",2011-04-01,0
"A","I","NULL",2011-05-01,0
"A","I","NULL",2011-06-01,0
"A","I","NULL",2011-07-01,0
"A","I","NULL",2011-08-01,0
"A","I","NULL",2011-09-01,0
"A","I","NULL",2011-10-01,0
"A","I","NULL",2011-11-01,0
"A","I","NULL",2011-12-01,0
"A","I","NULL",2012-01-01,0
"A","I","NULL",2012-02-01,0
"A","I","NULL",2012-03-01,0
"A","I","NULL",2012-04-01,0
"A","I","NULL",2012-05-01,0
"A","I","NULL",2012-06-01,0
"A","I","NULL",2012-07-01,0
"A","I","NULL",2012-08-01,0
"A","I","NULL",2012-09-01,0
"A","I","NULL",2012-10-01,0
"A","I","NULL",2012-11-01,0
"A","I","NULL",2012-12-01,0
"A","I","NULL",2013-01-01,249073
"A","I","NULL",2013-02-01,240342
"A","I","NULL",2013-03-01,270790
"A","I","NULL",2013-04-01,234803
"A","I","NULL",2013-05-01,203422
"A","I","NULL",2013-06-01,227767
"A","I","NULL",2013-07-01,183739
"A","I","NULL",2013-08-01,271018
"A","I","NULL",2013-09-01,338817
"A","I","NULL",2013-10-01,253618
"A","I","NULL",2013-11-01,221355
"A","I","NULL",2013-12-01,199942
"A","I","NULL",2014-01-01,229131
"A","I","NULL",2014-02-01,252406
"A","I","NULL",2014-03-01,309597
"A","I","NULL",2014-04-01,228710
"A","I","NULL",2014-05-01,195833
"A","I","NULL",2014-06-01,233296
"A","I","NULL",2014-07-01,192754
"A","I","NULL",2014-08-01,286358
"A","I","NULL",2014-09-01,392188
"A","I","NULL",2014-10-01,275878
"A","I","NULL",2014-11-01,242813
"A","I","NULL",2014-12-01,228654
"A","I","NULL",2015-01-01,278455
"A","I","NULL",2015-02-01,282822
"A","I","NULL",2015-03-01,346051
"A","I","NULL",2015-04-01,283330
"A","I","NULL",2015-05-01,242194
"A","I","NULL",2015-06-01,273255
"A","I","NULL",2015-07-01,223424
"A","I","NULL",2015-08-01,327601
"A","I","NULL",2015-09-01,399422
"A","I","NULL",2015-10-01,293521
"A","I","NULL",2015-11-01,234808
"A","I","NULL",2015-12-01,220233
"A","I","NULL",2016-01-01,263013
"A","I","NULL",2016-02-01,285856
"A","I","NULL",2016-03-01,325191
"A","I","NULL",2016-04-01,276136
"A","I","NULL",2016-05-01,259371
"A","I","NULL",2016-06-01,257382
"A","I","NULL",2016-07-01,198222
"A","I","NULL",2016-08-01,304636
"A","I","A2",2010-12-01,0
"A","I","A2",2011-01-01,0
"A","I","A2",2011-02-01,0
"A","I","A2",2011-03-01,0
"A","I","A2",2011-04-01,0
"A","I","A2",2011-05-01,0
"A","I","A2",2011-06-01,0
"A","I","A2",2011-07-01,0
"A","I","A2",2011-08-01,0
"A","I","A2",2011-09-01,0
"A","I","A2",2011-10-01,0
"A","I","A2",2011-11-01,0
"A","I","A2",2011-12-01,0
"A","I","A2",2012-01-01,0
"A","I","A2",2012-02-01,0
"A","I","A2",2012-03-01,0
"A","I","A2",2012-04-01,0
"A","I","A2",2012-05-01,0
"A","I","A2",2012-06-01,0
"A","I","A2",2012-07-01,0
"A","I","A2",2012-08-01,0
"A","I","A2",2012-09-01,0
"A","I","A2",2012-10-01,0
"A","I","A2",2012-11-01,0
"A","I","A2",2012-12-01,0
"A","I","A2",2013-01-01,183699
"A","I","A2",2013-02-01,165290
"A","I","A2",2013-03-01,188915
"A","I","A2",2013-04-01,138518
"A","I","A2",2013-05-01,127799
"A","I","A2",2013-06-01,157985
"A","I","A2",2013-07-01,137159
"A","I","A2",2013-08-01,141430
"A","I","A2",2013-09-01,171616
"A","I","A2",2013-10-01,133053
"A","I","A2",2013-11-01,126444
"A","I","A2",2013-12-01,173591
"A","I","A2",2014-01-01,145726
"A","I","A2",2014-02-01,141894
"A","I","A2",2014-03-01,185133
"A","I","A2",2014-04-01,129069
"A","I","A2",2014-05-01,134905
"A","I","A2",2014-06-01,169076
"A","I","A2",2014-07-01,142282
"A","I","A2",2014-08-01,175562
"A","I","A2",2014-09-01,201714
"A","I","A2",2014-10-01,156504
"A","I","A2",2014-11-01,162239
"A","I","A2",2014-12-01,256188
"A","I","A2",2015-01-01,166518
"A","I","A2",2015-02-01,178128
"A","I","A2",2015-03-01,219962
"A","I","A2",2015-04-01,152837
"A","I","A2",2015-05-01,160112
"A","I","A2",2015-06-01,183002
"A","I","A2",2015-07-01,172549
"A","I","A2",2015-08-01,179706
"A","I","A2",2015-09-01,211860
"A","I","A2",2015-10-01,146080
"A","I","A2",2015-11-01,172118
"A","I","A2",2015-12-01,297149
"A","I","A2",2016-01-01,191531
"A","I","A2",2016-02-01,204871
"A","I","A2",2016-03-01,232808
"A","I","A2",2016-04-01,166928
"A","I","A2",2016-05-01,180993
"A","I","A2",2016-06-01,193797
"A","I","A2",2016-07-01,182205
"A","I","A2",2016-08-01,182061
"A","J","O",2010-12-01,0
"A","J","O",2011-01-01,0
"A","J","O",2011-02-01,0
"A","J","O",2011-03-01,0
"A","J","O",2011-04-01,0
"A","J","O",2011-05-01,0
"A","J","O",2011-06-01,0
"A","J","O",2011-07-01,0
"A","J","O",2011-08-01,0
"A","J","O",2011-09-01,0
"A","J","O",2011-10-01,0
"A","J","O",2011-11-01,0
"A","J","O",2011-12-01,0
"A","J","O",2012-01-01,0
"A","J","O",2012-02-01,0
"A","J","O",2012-03-01,0
"A","J","O",2012-04-01,0
"A","J","O",2012-05-01,0
"A","J","O",2012-06-01,0
"A","J","O",2012-07-01,0
"A","J","O",2012-08-01,0
"A","J","O",2012-09-01,0
"A","J","O",2012-10-01,0
"A","J","O",2012-11-01,0
"A","J","O",2012-12-01,0
"A","J","O",2013-01-01,8356
"A","J","O",2013-02-01,5426
"A","J","O",2013-03-01,5104
"A","J","O",2013-04-01,3338
"A","J","O",2013-05-01,3860
"A","J","O",2013-06-01,4553
"A","J","O",2013-07-01,3303
"A","J","O",2013-08-01,3646
"A","J","O",2013-09-01,5004
"A","J","O",2013-10-01,3793
"A","J","O",2013-11-01,2689
"A","J","O",2013-12-01,4804
"A","J","O",2014-01-01,1330
"A","J","O",2014-02-01,1088
"A","J","O",2014-03-01,1392
"A","J","O",2014-04-01,1584
"A","J","O",2014-05-01,1513
"A","J","O",2014-06-01,1638
"A","J","O",2014-07-01,1522
"A","J","O",2014-08-01,963
"A","J","O",2014-09-01,858
"A","J","O",2014-10-01,496
"A","J","O",2014-11-01,981
"A","J","O",2014-12-01,2117
"A","J","O",2015-01-01,865
"A","J","O",2015-02-01,634
"A","J","O",2015-03-01,827
"A","J","O",2015-04-01,548
"A","J","O",2015-05-01,395
"A","J","O",2015-06-01,449
"A","J","O",2015-07-01,317
"A","J","O",2015-08-01,369
"A","J","O",2015-09-01,374
"A","J","O",2015-10-01,366
"A","J","O",2015-11-01,410
"A","J","O",2015-12-01,770
"A","J","O",2016-01-01,294
"A","J","O",2016-02-01,294
"A","J","O",2016-03-01,351
"A","J","O",2016-04-01,343
"A","J","O",2016-05-01,146
"A","J","O",2016-06-01,148
"A","J","O",2016-07-01,212
"A","J","O",2016-08-01,232
"A","J","O",2010-12-01,0
"A","J","O",2011-01-01,0
"A","J","O",2011-02-01,0
"A","J","O",2011-03-01,0
"A","J","O",2011-04-01,0
"A","J","O",2011-05-01,0
"A","J","O",2011-06-01,0
"A","J","O",2011-07-01,0
"A","J","O",2011-08-01,0
"A","J","O",2011-09-01,0
"A","J","O",2011-10-01,0
"A","J","O",2011-11-01,0
"A","J","O",2011-12-01,0
"A","J","O",2012-01-01,0
"A","J","O",2012-02-01,0
"A","J","O",2012-03-01,0
"A","J","O",2012-04-01,0
"A","J","O",2012-05-01,0
"A","J","O",2012-06-01,0
"A","J","O",2012-07-01,0
"A","J","O",2012-08-01,0
"A","J","O",2012-09-01,0
"A","J","O",2012-10-01,0
"A","J","O",2012-11-01,0
"A","J","O",2012-12-01,0
"A","J","O",2013-01-01,596243
"A","J","O",2013-02-01,402317
"A","J","O",2013-03-01,350688
"A","J","O",2013-04-01,270158
"A","J","O",2013-05-01,254965
"A","J","O",2013-06-01,307134
"A","J","O",2013-07-01,228273
"A","J","O",2013-08-01,212722
"A","J","O",2013-09-01,246761
"A","J","O",2013-10-01,140621
"A","J","O",2013-11-01,200116
"A","J","O",2013-12-01,553180
"A","J","O",2014-01-01,148895
"A","J","O",2014-02-01,127370
"A","J","O",2014-03-01,140275
"A","J","O",2014-04-01,88023
"A","J","O",2014-05-01,86375
"A","J","O",2014-06-01,104980
"A","J","O",2014-07-01,74210
"A","J","O",2014-08-01,61301
"A","J","O",2014-09-01,60149
"A","J","O",2014-10-01,42747
"A","J","O",2014-11-01,91559
"A","J","O",2014-12-01,175167
"A","J","O",2015-01-01,45600
"A","J","O",2015-02-01,45463
"A","J","O",2015-03-01,44918
"A","J","O",2015-04-01,36198
"A","J","O",2015-05-01,41898
"A","J","O",2015-06-01,38541
"A","J","O",2015-07-01,30137
"A","J","O",2015-08-01,29113
"A","J","O",2015-09-01,31160
"A","J","O",2015-10-01,21895
"A","J","O",2015-11-01,35849
"A","J","O",2015-12-01,87835
"A","J","O",2016-01-01,23127
"A","J","O",2016-02-01,21538
"A","J","O",2016-03-01,23135
"A","J","O",2016-04-01,16088
"A","J","O",2016-05-01,18996
"A","J","O",2016-06-01,25103
"A","J","O",2016-07-01,18842
"A","J","O",2016-08-01,16795
"A","J","O",2010-12-01,0
"A","J","O",2011-01-01,0
"A","J","O",2011-02-01,0
"A","J","O",2011-03-01,0
"A","J","O",2011-04-01,0
"A","J","O",2011-05-01,0
"A","J","O",2011-06-01,0
"A","J","O",2011-07-01,0
"A","J","O",2011-08-01,0
"A","J","O",2011-09-01,0
"A","J","O",2011-10-01,0
"A","J","O",2011-11-01,0
"A","J","O",2011-12-01,0
"A","J","O",2012-01-01,0
"A","J","O",2012-02-01,0
"A","J","O",2012-03-01,0
"A","J","O",2012-04-01,0
"A","J","O",2012-05-01,0
"A","J","O",2012-06-01,0
"A","J","O",2012-07-01,0
"A","J","O",2012-08-01,0
"A","J","O",2012-09-01,0
"A","J","O",2012-10-01,0
"A","J","O",2012-11-01,0
"A","J","O",2012-12-01,0
"A","J","O",2013-01-01,17
"A","J","O",2013-02-01,12
"A","J","O",2013-03-01,45
"A","J","O",2013-04-01,15
"A","J","O",2013-05-01,37
"A","J","O",2013-06-01,40
"A","J","O",2013-07-01,50
"A","J","O",2013-08-01,112
"A","J","O",2013-09-01,52
"A","J","O",2013-10-01,32
"A","J","O",2013-11-01,47
"A","J","O",2013-12-01,102
"A","J","O",2014-01-01,52
"A","J","O",2014-02-01,35
"A","J","O",2014-03-01,5
"A","J","O",2014-04-01,30
"A","J","O",2014-05-01,30
"A","J","O",2014-06-01,35
"A","J","O",2014-07-01,15
"A","J","O",2014-08-01,15
"A","J","O",2014-09-01,22
"A","J","O",2014-10-01,20
"A","J","O",2014-11-01,15
"A","J","O",2014-12-01,25
"A","J","O",2015-01-01,25
"A","J","O",2015-02-01,35
"A","J","O",2015-03-01,25
"A","J","O",2015-04-01,25
"A","J","O",2015-05-01,32
"A","J","O",2015-06-01,40
"A","J","O",2015-07-01,47
"A","J","O",2015-08-01,37
"A","J","O",2015-09-01,27
"A","J","O",2015-10-01,12
"A","J","O",2015-11-01,30
"A","J","O",2015-12-01,57
"A","J","O",2016-01-01,67
"A","J","O",2016-02-01,17
"A","J","O",2016-03-01,30
"A","J","O",2016-04-01,20
"A","J","O",2016-05-01,5
"A","J","O",2016-06-01,2
"A","J","O",2016-07-01,0
"A","J","O",2016-08-01,0
"A","J","O",2010-12-01,0
"A","J","O",2011-01-01,0
"A","J","O",2011-02-01,0
"A","J","O",2011-03-01,0
"A","J","O",2011-04-01,0
"A","J","O",2011-05-01,0
"A","J","O",2011-06-01,0
"A","J","O",2011-07-01,0
"A","J","O",2011-08-01,0
"A","J","O",2011-09-01,0
"A","J","O",2011-10-01,0
"A","J","O",2011-11-01,0
"A","J","O",2011-12-01,0
"A","J","O",2012-01-01,0
"A","J","O",2012-02-01,0
"A","J","O",2012-03-01,0
"A","J","O",2012-04-01,0
"A","J","O",2012-05-01,0
"A","J","O",2012-06-01,0
"A","J","O",2012-07-01,0
"A","J","O",2012-08-01,0
"A","J","O",2012-09-01,0
"A","J","O",2012-10-01,0
"A","J","O",2012-11-01,0
"A","J","O",2012-12-01,0
"A","J","O",2013-01-01,79542
"A","J","O",2013-02-01,49788
"A","J","O",2013-03-01,50495
"A","J","O",2013-04-01,33352
"A","J","O",2013-05-01,16706
"A","J","O",2013-06-01,16237
"A","J","O",2013-07-01,12214
"A","J","O",2013-08-01,13223
"A","J","O",2013-09-01,19785
"A","J","O",2013-10-01,11344
"A","J","O",2013-11-01,10230
"A","J","O",2013-12-01,48286
"A","J","O",2014-01-01,10920
"A","J","O",2014-02-01,10997
"A","J","O",2014-03-01,13121
"A","J","O",2014-04-01,8024
"A","J","O",2014-05-01,7077
"A","J","O",2014-06-01,7779
"A","J","O",2014-07-01,5611
"A","J","O",2014-08-01,5946
"A","J","O",2014-09-01,6228
"A","J","O",2014-10-01,5509
"A","J","O",2014-11-01,7506
"A","J","O",2014-12-01,19393
"A","J","O",2015-01-01,6661
"A","J","O",2015-02-01,5827
"A","J","O",2015-03-01,6595
"A","J","O",2015-04-01,5284
"A","J","O",2015-05-01,5987
"A","J","O",2015-06-01,9736
"A","J","O",2015-07-01,5084
"A","J","O",2015-08-01,4382
"A","J","O",2015-09-01,4606
