Stock,Date,Open,High,Low,Close,Adj Close,Volume
UAL,1/1/2020,89.57,90.57,74.440002,74.800003,74.800003,98401800
UAL,2/1/2020,75.489998,82.720001,60.830002,61.59,61.59,99928300
UAL,3/1/2020,61.130001,63.529999,17.799999,31.549999,31.549999,472476700
UAL,4/1/2020,29.51,34.040001,21.559999,29.58,29.58,847463100
UAL,5/1/2020,28.1,32.75,18.18,28.040001,28.040001,1157715300
UAL,6/1/2020,28.190001,48.950001,27.950001,34.610001,34.610001,1791841200
UAL,7/1/2020,36.919998,38.369999,29.23,31.379999,31.379999,1119286400
UAL,8/1/2020,31.33,39.860001,30.32,36,36,759561000
UAL,9/1/2020,35.25,39.77,31.219999,34.75,34.75,587342300
UAL,10/1/2020,35.23,38.099998,32.16,33.860001,33.860001,493070800
UAL,11/1/2020,34.080002,46.759998,32.950001,45.049999,45.049999,443920300
UAL,12/1/2020,45.830002,51.310001,42.43,43.25,43.25,379409800
UAL,1/1/2021,43.68,46.799999,39.77,39.990002,39.990002,279459200
UAL,2/1/2021,40.349998,55.869999,39.169998,52.68,52.68,302408500
UAL,3/1/2021,55.439999,63.700001,46.560001,57.540001,57.540001,411079700
UAL,4/1/2021,57.66,61.34,48.900002,54.400002,54.400002,317117800
UAL,5/1/2021,54.669998,59.290001,50.900002,58.349998,58.349998,263618400
UAL,6/1/2021,59.119999,60.59,51.669998,52.290001,52.290001,249227100
UAL,7/1/2021,52.790001,53.759998,42.560001,46.720001,46.720001,275847900
UAL,8/1/2021,46.849998,48.41,43.169998,46.509998,46.509998,227251800
UAL,9/1/2021,46.75,50.560001,43.02,47.57,47.57,244890300
UAL,10/1/2021,48.900002,52.43,45.439999,46.139999,46.139999,225349700
UAL,11/1/2021,46.18,54.52,40.110001,42.259998,42.259998,254050900
UAL,12/1/2021,43.029999,46.599998,38.880001,43.779999,43.779999,334699700
UAL,1/1/2022,44.669998,49.27,38.790001,42.880001,42.880001,246471000
UAL,2/1/2022,43.009998,50.939999,40.43,44.400002,44.400002,241578300
UAL,3/1/2022,43.639999,46.860001,30.540001,46.360001,46.360001,437220600
UAL,4/1/2022,46.509998,53.119999,41.080002,50.5,50.5,297380100
UAL,5/1/2022,50.490002,52.130001,40.110001,47.630001,47.630001,281904300
UAL,6/1/2022,48.23,48.310001,33.73,35.419998,35.419998,255335100
UAL,7/1/2022,35.509998,41.970001,34.439999,36.75,36.75,234965800
UAL,8/1/2022,36.689999,40.77,34.970001,35.009998,35.009998,175294700
UAL,9/1/2022,34.669998,40.259998,31.799999,32.529999,32.529999,210616000
UAL,10/1/2022,32.360001,44.169998,31.58,43.080002,43.080002,237759700
UAL,11/1/2022,43.599998,45.57,40.07,44.169998,44.169998,128367300
UAL,12/1/2022,44.299999,45.970001,37.169998,37.700001,37.700001,163050700
UAL,1/1/2023,38.220001,53.259998,36.82,48.959999,48.959999,231182300
UAL,2/1/2023,48.84,52.34,47.77,51.959999,51.959999,114140300
UAL,3/1/2023,51.669998,55.040001,40.43,44.25,44.25,189274700
UAL,4/1/2023,43.68,46.299999,41.049999,43.799999,43.799999,163026400
UAL,5/1/2023,43.66,49.049999,42.599998,47.470001,47.470001,142672600
UAL,6/1/2023,47.349998,56.970001,47.049999,54.869999,54.869999,132666500
LUV,7/1/2019,51.200001,55.939999,51.029999,51.529999,49.899288,80907400
LUV,8/1/2019,51.529999,53.189999,48.09,52.32,50.664291,72886000
LUV,9/1/2019,51.889999,56.490002,50.91,54.009998,52.487377,75093800
LUV,10/1/2019,54.290001,57.900002,51.189999,56.130001,54.547611,98944500
LUV,11/1/2019,56.34,58.5,55.849998,57.639999,56.015041,44694500
LUV,12/1/2019,57.599998,57.799999,53.43,53.98,52.458225,74927100
LUV,1/1/2020,54.380001,58.189999,51.849998,54.98,53.60397,105167500
LUV,2/1/2020,55.41,58.830002,44.98,46.189999,45.033966,89591700
LUV,3/1/2020,46.540001,48.389999,29.15,35.610001,34.718765,247156000
LUV,4/1/2020,34.049999,37.310001,28.25,31.25,30.585144,450738100
LUV,5/1/2020,30.5,35.16,22.469999,32.099998,31.417057,560121600
LUV,6/1/2020,32.299999,42.349998,30.940001,34.18,33.452808,572792700
LUV,7/1/2020,35.290001,36.099998,30.24,30.889999,30.232803,298878700
LUV,8/1/2020,30.75,39.060001,30.299999,37.580002,36.780472,255736400
LUV,9/1/2020,36.84,42.880001,35.82,37.5,36.702171,251989000
LUV,10/1/2020,37.959999,43.389999,36.049999,39.529999,38.68898,199321500
LUV,11/1/2020,39.93,49.470001,37.950001,46.34,45.354099,207593600
LUV,12/1/2020,46.549999,49.529999,44.450001,46.610001,45.618355,161173000
LUV,1/1/2021,46.48,49.470001,43.720001,43.939999,43.005157,142916000
LUV,2/1/2021,44.34,59.639999,44.09,58.130001,56.893261,165086900
LUV,3/1/2021,59.549999,62.759998,52.290001,61.060001,59.760921,194852300
LUV,4/1/2021,61.27,64.75,58.91,62.779999,61.444328,116894100
LUV,5/1/2021,63.009998,63.68,58.080002,61.459999,60.152412,113981200
LUV,6/1/2021,61.939999,62.259998,52.549999,53.09,51.960491,138252500
LUV,7/1/2021,53.599998,54.389999,47.369999,50.52,49.445168,178675500
LUV,8/1/2021,50.599998,52.02,46.950001,49.779999,48.720909,150604800
LUV,9/1/2021,50,54.400002,47.34,51.43,50.335808,136907800
LUV,10/1/2021,53.77,56.330002,46.439999,47.279999,46.274094,160313600
LUV,11/1/2021,47.34,52.790001,43.16,44.400002,43.455376,164412500
LUV,12/1/2021,44.990002,46.959999,38.66,42.84,41.928562,243956800
LUV,1/1/2022,43.169998,46.490002,40.630001,44.759998,43.807716,166796600
LUV,2/1/2022,45,47.740002,41.200001,43.799999,42.868137,138299900
LUV,3/1/2022,43.400002,46.389999,36.75,45.799999,44.825584,195541300
LUV,4/1/2022,45.919998,50.099998,41.040001,46.720001,45.726013,140388800
LUV,5/1/2022,46.400002,48.18,41.369999,45.860001,44.884312,102711200
LUV,6/1/2022,46.400002,46.459999,34.360001,36.119999,35.351532,125918400
LUV,7/1/2022,36.09,41.759998,35.060001,38.119999,37.308979,127426100
LUV,8/1/2022,38,40.389999,36.68,36.700001,35.919193,105387800
LUV,9/1/2022,36.32,39.139999,30.790001,30.84,30.183868,131065700
